Zt09_10_00013|g5110.t1
Zt09_3_00077|g10216.t1
Zt09_3_00078|g10215.t1
Zt09_3_00081|g10211.t1
Zt09_3_00082|g10210.t1
Zt09_3_00084|g10206.t1
Zt09_3_00086|g10204.t1
Zt09_3_00087|g10203.t1
Zt09_3_00088|g10202.t1
Zt09_3_00091|g3193.t1
Zt09_3_00092|g3192.t1
Zt09_3_00094|g262.t1
Zt09_3_00096|g3730.t1
Zt09_3_00102|g3867.t1
Zt09_3_00103|g3866.t1
Zt09_3_00105|g3863.t1
Zt09_3_00106|g3862.t1
Zt09_3_00107|g3861.t1
Zt09_3_00108|g3860.t1
Zt09_3_00109|g3859.t1
Zt09_3_00112|g3856.t1
Zt09_3_00113|g3855.t1
Zt09_3_00119|g3851.t1
Zt09_3_00120|g3852.t1
Zt09_3_00124|g8246.t1
Zt09_3_00125|g8245.t1
Zt09_3_00126|g8244.t1
Zt09_3_00127|g8243.t1
Zt09_3_00133|g8237.t1
Zt09_3_00139|g8232.t1
Zt09_3_00141|g8228.t1
Zt09_3_00143|g8226.t1
Zt09_3_00147|g9826.t1
Zt09_3_00151|g3790.t1
Zt09_3_00152|g3789.t1
Zt09_3_00154|g3786.t1
Zt09_3_00159|g11132.t1
Zt09_3_00160|g11133.t1
Zt09_3_00162|g11134.t1
Zt09_3_00164|g11136.t1
Zt09_3_00166|g1204.t1
Zt09_3_00167|g1206.t1
Zt09_3_00173|g1211.t1
Zt09_3_00177|g1214.t1
Zt09_3_00178|g1216.t1
Zt09_3_00179|g1218.t1
Zt09_3_00180|g1219.t1
Zt09_3_00183|g1222.t1
Zt09_3_00184|g1223.t1
Zt09_3_00187|g1225.t1
Zt09_3_00189|g1227.t1
Zt09_3_00191|g1229.t1
Zt09_3_00194|g1233.t1
Zt09_3_00195|g1234.t1
Zt09_3_00198|g1236.t1
Zt09_3_00199|g6122.t1
Zt09_3_00206|g6124.t1
Zt09_3_00211|g6114.t1
Zt09_3_00212|g6112.t1
Zt09_3_00213|g6111.t1
Zt09_3_00214|g6110.t1
Zt09_3_00215|g6109.t1
Zt09_3_00216|g6108.t1
Zt09_3_00217|g6107.t1
Zt09_3_00218|g6106.t1
Zt09_3_00221|g6103.t1
Zt09_3_00222|g6102.t1
Zt09_3_00223|g6101.t1
Zt09_3_00225|g6099.t1
Zt09_3_00227|g6097.t1
Zt09_3_00232|g6095.t1
Zt09_3_00233|g6094.t1
Zt09_3_00234|g6093.t1
Zt09_3_00237|g6090.t1
Zt09_3_00240|g6088.t1
Zt09_3_00242|g6086.t1
Zt09_3_00244|g6084.t1
Zt09_3_00245|g6083.t1
Zt09_3_00246|g6082.t1
Zt09_3_00247|g6081.t1
Zt09_3_00253|g6075.t1
Zt09_3_00257|g6071.t1
Zt09_3_00258|g6070.t1
Zt09_3_00259|g6069.t1
Zt09_3_00262|g6066.t1
Zt09_3_00263|g6065.t1
Zt09_3_00264|g6063.t1
Zt09_3_00267|g6059.t1
Zt09_3_00269|g6058.t1
Zt09_3_00270|g6057.t1
Zt09_3_00281|g8031.t1
Zt09_3_00282|g8030.t1
Zt09_3_00283|g8029.t1
Zt09_3_00289|g8036.t1
Zt09_3_00290|g8037.t1
Zt09_3_00291|g8039.t1
Zt09_3_00292|g8040.t1
Zt09_3_00293|g8041.t1
Zt09_3_00294|g8042.t1
Zt09_3_00296|g8045.t1
Zt09_3_00298|g8046.t1
Zt09_3_00299|g8047.t1
Zt09_3_00300|g8048.t1
Zt09_3_00301|g8049.t1
Zt09_3_00302|g8050.t1
Zt09_3_00303|g8051.t1
Zt09_3_00304|g8052.t1
Zt09_3_00306|g8054.t1
Zt09_3_00309|g9743.t1
Zt09_3_00310|g8764.t1
Zt09_3_00313|g8767.t1
Zt09_3_00316|g8770.t1
Zt09_3_00323|g10656.t1
Zt09_3_00325|g10654.t1
Zt09_3_00330|g10906.t1
Zt09_3_00331|g10905.t1
Zt09_3_00334|g967.t1
Zt09_3_00335|g966.t1
Zt09_3_00337|g964.t1
Zt09_3_00340|g961.t1
Zt09_3_00341|g960.t1
Zt09_3_00342|g959.t1
Zt09_3_00343|g958.t1
Zt09_3_00344|g957.t1
Zt09_3_00345|g956.t1
Zt09_3_00346|g955.t1
Zt09_3_00347|g954.t1
Zt09_3_00349|g952.t1
Zt09_3_00350|g951.t1
Zt09_3_00352|g948.t1
Zt09_3_00355|g943.t1
Zt09_3_00357|g941.t1
Zt09_3_00358|g940.t1
Zt09_3_00359|g939.t1
Zt09_3_00360|g938.t1
Zt09_3_00362|g4302.t1
Zt09_3_00364|g4304.t1
Zt09_3_00366|g4643.t1
Zt09_3_00370|g4312.t1
Zt09_3_00371|g4311.t1
Zt09_3_00376|g4642.t1
Zt09_3_00377|g4641.t1
Zt09_3_00378|g4640.t1
Zt09_3_00380|g4638.t1
Zt09_3_00383|g4634.t1
Zt09_3_00384|g4633.t1
Zt09_3_00385|g4632.t1
Zt09_3_00388|g4630.t1
Zt09_3_00390|g4629.t1
Zt09_3_00392|g4627.t1
Zt09_3_00393|g4626.t1
Zt09_3_00394|g4625.t1
Zt09_3_00396|g4623.t1
Zt09_3_00397|g4622.t1
Zt09_3_00402|g4618.t1
Zt09_3_00406|g4615.t1
Zt09_3_00407|g4614.t1
Zt09_3_00409|g4612.t1
Zt09_3_00410|g4611.t1
Zt09_3_00412|g4608.t1
Zt09_3_00414|g4606.t1
Zt09_3_00416|g4604.t1
Zt09_3_00417|g4603.t1
Zt09_3_00418|g4602.t1
Zt09_3_00419|g4601.t1
Zt09_3_00422|g4598.t1
Zt09_3_00425|g4594.t1
Zt09_3_00426|g4593.t1
Zt09_3_00428|g4590.t1
Zt09_3_00429|g4589.t1
Zt09_3_00430|g4588.t1
Zt09_3_00431|g4587.t1
Zt09_3_00436|g4580.t1
Zt09_3_00437|g4579.t1
Zt09_3_00440|g4577.t1
Zt09_3_00444|g7957.t1
Zt09_3_00446|g7958.t1
Zt09_3_00447|g7959.t1
Zt09_3_00449|g7961.t1
Zt09_3_00450|g7962.t1
Zt09_3_00451|g7963.t1
Zt09_3_00452|g7964.t1
Zt09_3_00453|g7965.t1
Zt09_3_00455|g7968.t1
Zt09_3_00456|g7969.t1
Zt09_3_00458|g11354.t1
Zt09_3_00459|g11355.t1
Zt09_3_00461|g11356.t1
Zt09_3_00462|g11357.t1
Zt09_3_00475|g9834.t1
Zt09_3_00476|g9835.t1
Zt09_3_00478|g9838.t1
Zt09_3_00479|g9839.t1
Zt09_3_00482|g1200.t1
Zt09_3_00484|g1198.t1
Zt09_3_00485|g1197.t1
Zt09_3_00486|g1196.t1
Zt09_3_00489|g6713.t1
Zt09_3_00491|g6715.t1
Zt09_3_00492|g6716.t1
Zt09_3_00493|g6717.t1
Zt09_3_00500|g6724.t1
Zt09_3_00501|g6725.t1
Zt09_3_00505|g6728.t1
Zt09_3_00510|g5159.t1
Zt09_3_00511|g5160.t1
Zt09_3_00513|g5931.t1
Zt09_3_00516|g7540.t1
Zt09_3_00517|g5472.t1
Zt09_3_00521|g5467.t1
Zt09_3_00525|g5463.t1
Zt09_3_00526|g4984.t1
Zt09_3_00527|g4985.t1
Zt09_3_00529|g4987.t1
Zt09_3_00530|g4988.t1
Zt09_3_00531|g4989.t1
Zt09_3_00534|g4992.t1
Zt09_3_00535|g4993.t1
Zt09_3_00536|g4994.t1
Zt09_3_00540|g11030.t1
Zt09_3_00541|g11029.t1
Zt09_3_00542|g11028.t1
Zt09_3_00545|g11025.t1
Zt09_3_00546|g11024.t1
Zt09_3_00547|g11023.t1
Zt09_3_00548|g11022.t1
Zt09_3_00549|g11021.t1
Zt09_3_00551|g11019.t1
Zt09_3_00552|g11018.t1
Zt09_3_00556|g11014.t1
Zt09_3_00558|g11012.t1
Zt09_3_00559|g11011.t1
Zt09_3_00560|g11010.t1
Zt09_3_00564|g11007.t1
Zt09_3_00565|g11006.t1
Zt09_3_00566|g11005.t1
Zt09_3_00568|g11003.t1
Zt09_3_00569|g11002.t1
Zt09_3_00570|g11001.t1
Zt09_3_00571|g11000.t1
Zt09_3_00572|g10999.t1
Zt09_3_00573|g10998.t1
Zt09_3_00574|g10997.t1
Zt09_3_00575|g10996.t1
Zt09_3_00576|g10995.t1
Zt09_3_00577|g10994.t1
Zt09_3_00579|g10993.t1
Zt09_3_00580|g10992.t1
Zt09_3_00581|g10991.t1
Zt09_3_00582|g10990.t1
Zt09_3_00585|g10987.t1
Zt09_3_00586|g10986.t1
Zt09_3_00587|g10985.t1
Zt09_3_00589|g10982.t1
Zt09_3_00590|g10981.t1
Zt09_3_00591|g10980.t1
Zt09_3_00592|g10979.t1
Zt09_3_00593|g10978.t1
Zt09_3_00594|g9925.t1
Zt09_3_00597|g9927.t1
Zt09_3_00598|g9928.t1
Zt09_3_00599|g9929.t1
Zt09_3_00601|g9931.t1
Zt09_3_00602|g9932.t1
Zt09_3_00603|g9933.t1
Zt09_3_00604|g9934.t1
Zt09_3_00605|g9935.t1
Zt09_3_00606|g9936.t1
Zt09_3_00607|g9937.t1
Zt09_3_00609|g9939.t1
Zt09_3_00610|g9940.t1
Zt09_3_00612|g9942.t1
Zt09_3_00623|g9950.t1
Zt09_3_00624|g9951.t1
Zt09_3_00629|g9954.t1
Zt09_3_00630|g9958.t1
Zt09_3_00631|g9959.t1
Zt09_3_00632|g9960.t1
Zt09_3_00633|g9961.t1
Zt09_3_00634|g9962.t1
Zt09_3_00638|g1240.t1
Zt09_3_00639|g1239.t1
Zt09_3_00640|g1238.t1
Zt09_3_00641|g1237.t1
Zt09_3_00642|g6125.t1
Zt09_3_00643|g6126.t1
Zt09_3_00646|g6129.t1
Zt09_3_00648|g6130.t1
Zt09_3_00649|g6131.t1
Zt09_3_00651|g6134.t1
Zt09_3_00652|g6135.t1
Zt09_3_00656|g6139.t1
Zt09_3_00658|g6141.t1
Zt09_3_00659|g6143.t1
Zt09_3_00660|g6144.t1
Zt09_3_00663|g8872.t1
Zt09_3_00665|g8870.t1
Zt09_3_00667|g8867.t1
Zt09_3_00668|g8866.t1
Zt09_3_00669|g8865.t1
Zt09_3_00671|g8863.t1
Zt09_3_00673|g8861.t1
Zt09_3_00674|g8860.t1
Zt09_3_00677|g9163.t1
Zt09_3_00678|g9162.t1
Zt09_3_00680|g9160.t1
Zt09_3_00681|g9159.t1
Zt09_3_00682|g9158.t1
Zt09_3_00685|g9156.t1
Zt09_3_00687|g9150.t1
Zt09_3_00691|g9146.t1
Zt09_3_00692|g9145.t1
Zt09_3_00693|g880.t1
Zt09_3_00694|g881.t1
Zt09_3_00695|g882.t1
Zt09_3_00696|g883.t1
Zt09_3_00699|g887.t1
Zt09_3_00700|g889.t1
Zt09_3_00702|g891.t1
Zt09_3_00703|g892.t1
Zt09_3_00709|g897.t1
Zt09_3_00712|g901.t1
Zt09_3_00713|g902.t1
Zt09_3_00714|g903.t1
Zt09_3_00718|g906.t1
Zt09_3_00720|g908.t1
Zt09_3_00723|g911.t1
Zt09_3_00724|g912.t1
Zt09_3_00726|g913.t1
Zt09_3_00728|g915.t1
Zt09_3_00729|g916.t1
Zt09_3_00730|g917.t1
Zt09_3_00732|g919.t1
Zt09_3_00734|g921.t1
Zt09_3_00736|g923.t1
Zt09_3_00738|g926.t1
Zt09_3_00740|g928.t1
Zt09_3_00741|g929.t1
Zt09_3_00743|g932.t1
Zt09_3_00745|g934.t1
Zt09_3_00746|g935.t1
Zt09_3_00749|g9380.t1
Zt09_3_00751|g9378.t1
Zt09_3_00752|g9377.t1
Zt09_3_00753|g9376.t1
Zt09_3_00755|g9374.t1
Zt09_3_00756|g9372.t1
Zt09_3_00757|g9371.t1
Zt09_3_00760|g9366.t1
Zt09_3_00762|g9364.t1
Zt09_3_00764|g9362.t1
Zt09_3_00765|g9361.t1
Zt09_3_00766|g9360.t1
Zt09_3_00770|g9356.t1
Zt09_3_00774|g7745.t1
Zt09_3_00775|g7746.t1
Zt09_3_00776|g7747.t1
Zt09_3_00777|g7748.t1
Zt09_3_00781|g7750.t1
Zt09_3_00782|g7751.t1
Zt09_3_00783|g7752.t1
Zt09_3_00784|g7753.t1
Zt09_3_00785|g7754.t1
Zt09_3_00787|g7756.t1
Zt09_3_00788|g7757.t1
Zt09_3_00789|g7758.t1
Zt09_3_00792|g7760.t1
Zt09_3_00794|g7762.t1
Zt09_3_00795|g7763.t1
Zt09_3_00796|g7764.t1
Zt09_3_00800|g8933.t1
Zt09_3_00802|g8934.t1
Zt09_3_00804|g8937.t1
Zt09_3_00806|g8940.t1
Zt09_3_00809|g10283.t1
Zt09_3_00811|g10285.t1
Zt09_3_00812|g10286.t1
Zt09_3_00814|g10289.t1
Zt09_3_00815|g10290.t1
Zt09_3_00816|g10291.t1
Zt09_3_00817|g10292.t1
Zt09_3_00818|g10293.t1
Zt09_3_00819|g10294.t1
Zt09_3_00821|g10296.t1
Zt09_3_00822|g10297.t1
Zt09_3_00823|g10298.t1
Zt09_3_00824|g10299.t1
Zt09_3_00825|g10300.t1
Zt09_3_00826|g10301.t1
Zt09_3_00827|g10302.t1
Zt09_3_00830|g10305.t1
Zt09_3_00831|g10306.t1
Zt09_3_00832|g10307.t1
Zt09_3_00833|g10308.t1
Zt09_3_00834|g10309.t1
Zt09_3_00835|g10310.t1
Zt09_3_00836|g10311.t1
Zt09_3_00837|g10312.t1
Zt09_3_00840|g11501.t1
Zt09_3_00842|g10533.t1
Zt09_3_00844|g10531.t1
Zt09_3_00846|g10529.t1
Zt09_3_00850|g10525.t1
Zt09_3_00852|g8257.t1
Zt09_3_00854|g8255.t1
Zt09_3_00857|g8252.t1
Zt09_3_00859|g8249.t1
Zt09_3_00860|g8248.t1
Zt09_3_00862|g6667.t1
Zt09_3_00864|g6664.t1
Zt09_3_00866|g6662.t1
Zt09_3_00869|g6660.t1
Zt09_3_00872|g6656.t1
Zt09_3_00874|g5500.t1
Zt09_3_00876|g5498.t1
Zt09_3_00877|g5497.t1
Zt09_3_00878|g5496.t1
Zt09_3_00879|g5495.t1
Zt09_3_00883|g5491.t1
Zt09_3_00885|g5490.t1
Zt09_3_00888|g5487.t1
Zt09_3_00889|g5486.t1
Zt09_3_00893|g5482.t1
Zt09_3_00894|g5481.t1
Zt09_3_00904|g7538.t1
Zt09_3_00906|g7536.t1
Zt09_3_00907|g7535.t1
Zt09_3_00911|g7532.t1
Zt09_3_00912|g7531.t1
Zt09_3_00917|g7524.t1
Zt09_3_00919|g7522.t1
Zt09_3_00922|g7519.t1
Zt09_3_00924|g7516.t1
Zt09_3_00925|g7515.t1
Zt09_3_00929|g7510.t1
Zt09_3_00930|g7509.t1
Zt09_3_00932|g7507.t1
Zt09_3_00934|g7506.t1
Zt09_3_00938|g7502.t1
Zt09_3_00943|g8141.t1
Zt09_3_00949|g8136.t1
Zt09_3_00951|g8134.t1
Zt09_3_00952|g8133.t1
Zt09_3_00955|g8130.t1
Zt09_3_00956|g8129.t1
Zt09_3_00957|g8128.t1
Zt09_3_00959|g8126.t1
Zt09_3_00961|g8124.t1
Zt09_3_00962|g8123.t1
Zt09_3_00963|g8122.t1
Zt09_3_00967|g8118.t1
Zt09_3_00968|g8117.t1
Zt09_3_00969|g8116.t1
Zt09_3_00970|g8115.t1
Zt09_3_00972|g8112.t1
Zt09_3_00973|g8111.t1
Zt09_3_00974|g8110.t1
Zt09_3_00975|g8109.t1
Zt09_3_00980|g8103.t1
Zt09_3_00982|g8102.t1
Zt09_3_00983|g8101.t1
Zt09_3_00988|g8096.t1
Zt09_3_00991|g8093.t1
Zt09_3_00994|g8090.t1
Zt09_3_00997|g8086.t1
Zt09_3_00998|g8085.t1
Zt09_3_01005|g8075.t1
Zt09_3_01006|g8074.t1
Zt09_3_01007|g8073.t1
Zt09_3_01010|g8071.t1
Zt09_3_01011|g8070.t1
Zt09_3_01014|g8067.t1
Zt09_3_01015|g8066.t1
Zt09_3_01019|g8061.t1
Zt09_3_01020|g8060.t1
Zt09_3_01022|g8058.t1
Zt09_3_01023|g8057.t1
Zt09_3_01024|g8056.t1
Zt09_3_01025|g8055.t1
Zt09_3_01026|g9747.t1
Zt09_3_01027|g9748.t1
Zt09_3_01028|g9749.t1
Zt09_3_01029|g9750.t1
Zt09_3_01030|g9751.t1
Zt09_3_01032|g9752.t1
Zt09_3_01036|g9755.t1
Zt09_3_01039|g43.t1
Zt09_3_01040|g42.t1
Zt09_3_01053|g7705.t1
Zt09_3_01054|g7704.t1
Zt09_3_01057|g7701.t1
Zt09_3_01059|g2.t1
Zt09_3_01072|g8879.t1
Zt09_3_01073|g8880.t1
Zt09_3_01074|g8881.t1
Zt09_3_01076|g8883.t1
Zt09_3_01077|g8884.t1
Zt09_3_01078|g8885.t1
Zt09_3_01080|g8886.t1
Zt09_3_01082|g7193.t1
Zt09_3_01090|g4849.t1
Zt09_3_01093|g4847.t1
Zt09_3_01095|g4845.t1
Zt09_3_01096|g4844.t1
Zt09_3_01097|g4843.t1
Zt09_3_01098|g4842.t1
Zt09_3_01106|g8157.t1
Zt09_3_01107|g8158.t1
Zt09_3_01110|g8161.t1
Zt09_3_01114|g4832.t1
Zt09_3_01116|g4834.t1
Zt09_3_01118|g8155.t1
Zt09_3_01127|g4658.t1
Zt09_3_01129|g4660.t1
Zt09_3_01130|g4661.t1
Zt09_3_01132|g4663.t1
Zt09_4_00005|g2955.t1
Zt09_4_00006|g2956.t1
Zt09_4_00007|g2957.t1
Zt09_4_00008|g2958.t1
Zt09_4_00010|g2960.t1
Zt09_4_00016|g5312.t1
Zt09_4_00020|g5316.t1
Zt09_4_00021|g5317.t1
Zt09_4_00022|g5318.t1
Zt09_4_00025|g5320.t1
Zt09_4_00028|g9724.t1
Zt09_4_00035|g10946.t1
Zt09_4_00036|g10947.t1
Zt09_4_00037|g10948.t1
Zt09_4_00038|g10949.t1
Zt09_4_00039|g10950.t1
Zt09_4_00040|g10951.t1
Zt09_4_00041|g10953.t1
Zt09_4_00044|g10957.t1
Zt09_4_00045|g10958.t1
Zt09_4_00046|g10959.t1
Zt09_4_00047|g10960.t1
Zt09_4_00056|g5594.t1
Zt09_4_00061|g5589.t1
Zt09_4_00062|g5588.t1
Zt09_4_00064|g5586.t1
Zt09_4_00065|g5585.t1
Zt09_4_00066|g5584.t1
Zt09_4_00067|g5583.t1
Zt09_4_00068|g5582.t1
Zt09_4_00069|g5581.t1
Zt09_4_00070|g5580.t1
Zt09_4_00072|g5578.t1
Zt09_4_00073|g5577.t1
Zt09_4_00076|g5575.t1
Zt09_4_00077|g5574.t1
Zt09_4_00078|g5573.t1
Zt09_4_00081|g5569.t1
Zt09_4_00082|g9079.t1
Zt09_4_00083|g9078.t1
Zt09_4_00084|g9077.t1
Zt09_4_00085|g9076.t1
Zt09_4_00086|g9075.t1
Zt09_4_00089|g9072.t1
Zt09_4_00091|g461.t1
Zt09_4_00092|g462.t1
Zt09_4_00093|g463.t1
Zt09_4_00094|g464.t1
Zt09_4_00095|g465.t1
Zt09_4_00097|g467.t1
Zt09_4_00098|g468.t1
Zt09_4_00099|g469.t1
Zt09_4_00100|g470.t1
Zt09_4_00102|g472.t1
Zt09_4_00103|g473.t1
Zt09_4_00106|g476.t1
Zt09_4_00107|g477.t1
Zt09_4_00108|g478.t1
Zt09_4_00109|g479.t1
Zt09_4_00110|g480.t1
Zt09_4_00111|g481.t1
Zt09_4_00112|g482.t1
Zt09_4_00114|g483.t1
Zt09_4_00115|g484.t1
Zt09_4_00116|g485.t1
Zt09_4_00117|g486.t1
Zt09_4_00118|g487.t1
Zt09_4_00119|g488.t1
Zt09_4_00120|g489.t1
Zt09_4_00121|g490.t1
Zt09_4_00122|g491.t1
Zt09_4_00123|g492.t1
Zt09_4_00126|g9081.t1
Zt09_4_00127|g9082.t1
Zt09_4_00128|g9083.t1
Zt09_4_00130|g9085.t1
Zt09_4_00131|g9086.t1
Zt09_4_00132|g9087.t1
Zt09_4_00134|g4552.t1
Zt09_4_00135|g4551.t1
Zt09_4_00137|g4548.t1
Zt09_4_00139|g4545.t1
Zt09_4_00144|g4556.t1
Zt09_4_00145|g4557.t1
Zt09_4_00146|g4558.t1
Zt09_4_00149|g4561.t1
Zt09_4_00151|g4564.t1
Zt09_4_00154|g4567.t1
Zt09_4_00156|g4570.t1
Zt09_4_00158|g9760.t1
Zt09_4_00159|g9761.t1
Zt09_4_00160|g9762.t1
Zt09_4_00161|g9763.t1
Zt09_4_00163|g9765.t1
Zt09_4_00171|g9770.t1
Zt09_4_00173|g9771.t1
Zt09_4_00177|g9537.t1
Zt09_4_00178|g9538.t1
Zt09_4_00185|g9545.t1
Zt09_4_00188|g9549.t1
Zt09_4_00190|g9551.t1
Zt09_4_00193|g9554.t1
Zt09_4_00194|g9555.t1
Zt09_4_00195|g9556.t1
Zt09_4_00196|g9557.t1
Zt09_4_00197|g9558.t1
Zt09_4_00198|g9559.t1
Zt09_4_00201|g9561.t1
Zt09_4_00202|g9562.t1
Zt09_4_00204|g9563.t1
Zt09_4_00207|g9566.t1
Zt09_4_00209|g9568.t1
Zt09_4_00210|g9569.t1
Zt09_4_00212|g9571.t1
Zt09_4_00213|g9572.t1
Zt09_4_00214|g9573.t1
Zt09_4_00215|g9574.t1
Zt09_4_00217|g9576.t1
Zt09_4_00218|g9577.t1
Zt09_4_00219|g9578.t1
Zt09_4_00220|g9579.t1
Zt09_4_00221|g9580.t1
Zt09_4_00222|g9581.t1
Zt09_4_00228|g9006.t1
Zt09_4_00229|g9007.t1
Zt09_4_00230|g9008.t1
Zt09_4_00231|g9009.t1
Zt09_4_00232|g9010.t1
Zt09_4_00233|g9011.t1
Zt09_4_00239|g11046.t1
Zt09_4_00240|g11047.t1
Zt09_4_00244|g11049.t1
Zt09_4_00245|g11050.t1
Zt09_4_00249|g11054.t1
Zt09_4_00250|g11055.t1
Zt09_4_00254|g9791.t1
Zt09_4_00256|g9789.t1
Zt09_4_00257|g9788.t1
Zt09_4_00260|g9387.t1
Zt09_4_00261|g531.t1
Zt09_4_00262|g530.t1
Zt09_4_00264|g529.t1
Zt09_4_00266|g527.t1
Zt09_4_00273|g6745.t1
Zt09_4_00274|g6743.t1
Zt09_4_00275|g6742.t1
Zt09_4_00277|g10847.t1
Zt09_4_00283|g5605.t1
Zt09_4_00284|g5606.t1
Zt09_4_00290|g5609.t1
Zt09_4_00292|g10862.t1
Zt09_4_00293|g10861.t1
Zt09_4_00294|g10859.t1
Zt09_4_00295|g10858.t1
Zt09_4_00296|g10857.t1
Zt09_4_00297|g10856.t1
Zt09_4_00298|g10855.t1
Zt09_4_00300|g10853.t1
Zt09_4_00302|g10851.t1
Zt09_4_00303|g10850.t1
Zt09_4_00306|g5602.t1
Zt09_4_00310|g5667.t1
Zt09_4_00311|g5669.t1
Zt09_4_00312|g5670.t1
Zt09_4_00313|g5671.t1
Zt09_4_00314|g5672.t1
Zt09_4_00315|g5673.t1
Zt09_4_00317|g25.t1
Zt09_4_00320|g23.t1
Zt09_4_00321|g22.t1
Zt09_4_00322|g21.t1
Zt09_4_00323|g20.t1
Zt09_4_00324|g3365.t1
Zt09_4_00325|g3364.t1
Zt09_4_00326|g3363.t1
Zt09_4_00327|g3362.t1
Zt09_4_00328|g3361.t1
Zt09_4_00329|g3160.t1
Zt09_4_00338|g519.t1
Zt09_4_00341|g6575.t1
Zt09_4_00342|g6574.t1
Zt09_4_00343|g6573.t1
Zt09_4_00345|g6571.t1
Zt09_4_00346|g6570.t1
Zt09_4_00347|g6569.t1
Zt09_4_00348|g6568.t1
Zt09_4_00349|g6567.t1
Zt09_4_00352|g6563.t1
Zt09_4_00355|g6560.t1
Zt09_4_00356|g6559.t1
Zt09_4_00357|g6558.t1
Zt09_4_00358|g6557.t1
Zt09_4_00359|g6556.t1
Zt09_4_00360|g6555.t1
Zt09_4_00361|g6554.t1
Zt09_4_00363|g6552.t1
Zt09_4_00364|g6551.t1
Zt09_4_00365|g6550.t1
Zt09_4_00366|g6549.t1
Zt09_4_00368|g6547.t1
Zt09_4_00369|g6546.t1
Zt09_4_00370|g6545.t1
Zt09_4_00375|g6539.t1
Zt09_4_00376|g6538.t1
Zt09_4_00377|g6537.t1
Zt09_4_00378|g6536.t1
Zt09_4_00379|g6535.t1
Zt09_4_00380|g6534.t1
Zt09_4_00381|g6533.t1
Zt09_4_00382|g6532.t1
Zt09_4_00383|g6531.t1
Zt09_4_00385|g6529.t1
Zt09_4_00386|g6528.t1
Zt09_4_00387|g6527.t1
Zt09_4_00391|g6523.t1
Zt09_4_00392|g6522.t1
Zt09_4_00394|g6520.t1
Zt09_4_00395|g6519.t1
Zt09_4_00396|g6518.t1
Zt09_4_00401|g10784.t1
Zt09_4_00402|g10785.t1
Zt09_4_00407|g10790.t1
Zt09_4_00411|g10047.t1
Zt09_4_00418|g7657.t1
Zt09_4_00419|g7658.t1
Zt09_4_00420|g7659.t1
Zt09_4_00421|g7660.t1
Zt09_4_00422|g7661.t1
Zt09_4_00424|g7663.t1
Zt09_4_00425|g7664.t1
Zt09_4_00427|g7666.t1
Zt09_4_00428|g7667.t1
Zt09_4_00429|g7668.t1
Zt09_4_00430|g7669.t1
Zt09_4_00432|g7671.t1
Zt09_4_00433|g7672.t1
Zt09_4_00435|g7674.t1
Zt09_4_00436|g7675.t1
Zt09_4_00437|g7677.t1
Zt09_4_00438|g7678.t1
Zt09_4_00439|g7679.t1
Zt09_4_00440|g7680.t1
Zt09_4_00441|g7681.t1
Zt09_4_00444|g7684.t1
Zt09_4_00445|g7685.t1
Zt09_4_00446|g7686.t1
Zt09_4_00447|g7687.t1
Zt09_4_00448|g7688.t1
Zt09_4_00449|g7689.t1
Zt09_4_00452|g7691.t1
Zt09_4_00453|g7693.t1
Zt09_4_00454|g7694.t1
Zt09_4_00455|g7695.t1
Zt09_4_00456|g7697.t1
Zt09_4_00458|g7218.t1
Zt09_4_00459|g7219.t1
Zt09_4_00460|g7220.t1
Zt09_4_00462|g7222.t1
Zt09_4_00464|g7224.t1
Zt09_4_00465|g7225.t1
Zt09_4_00466|g7226.t1
Zt09_4_00467|g7227.t1
Zt09_4_00468|g7228.t1
Zt09_4_00470|g7230.t1
Zt09_4_00471|g7231.t1
Zt09_4_00475|g5298.t1
Zt09_4_00477|g5295.t1
Zt09_4_00478|g5294.t1
Zt09_4_00480|g5293.t1
Zt09_4_00482|g5291.t1
Zt09_4_00483|g5290.t1
Zt09_4_00486|g9716.t1
Zt09_4_00488|g9718.t1
Zt09_4_00500|g9722.t1
Zt09_4_00502|g3195.t1
Zt09_4_00503|g3196.t1
Zt09_4_00507|g390.t1
Zt09_4_00509|g388.t1
Zt09_4_00510|g387.t1
Zt09_4_00511|g386.t1
Zt09_4_00513|g384.t1
Zt09_4_00514|g383.t1
Zt09_4_00515|g382.t1
Zt09_4_00517|g3207.t1
Zt09_4_00519|g3205.t1
Zt09_4_00520|g3204.t1
Zt09_4_00523|g3201.t1
Zt09_4_00524|g3200.t1
Zt09_4_00528|g6805.t1
Zt09_4_00534|g6814.t1
Zt09_4_00535|g6815.t1
Zt09_4_00536|g6816.t1
Zt09_4_00538|g5216.t1
Zt09_4_00540|g5214.t1
Zt09_4_00541|g5213.t1
Zt09_4_00548|g5208.t1
Zt09_4_00550|g5206.t1
Zt09_4_00553|g396.t1
Zt09_4_00554|g397.t1
Zt09_4_00555|g399.t1
Zt09_4_00559|g393.t1
Zt09_4_00563|g6796.t1
Zt09_4_00569|g6801.t1
Zt09_4_00572|g6789.t1
Zt09_4_00576|g6793.t1
Zt09_4_00577|g6794.t1
Zt09_4_00578|g6802.t1
Zt09_4_00580|g6772.t1
Zt09_4_00581|g6773.t1
Zt09_4_00583|g6775.t1
Zt09_4_00584|g6776.t1
Zt09_4_00585|g6779.t1
Zt09_4_00586|g6780.t1
